0,312662; 0,444156; 0,481818; 0,512662; 
0,313312; 0,456169; 0,496753; 0,517857; 
0,326299; 0,443182; 0,483766; 0,508117; 
0,295455; 0,426948; 0,454545; 0,501623; 
0,316558; 0,436688; 0,480519; 0,514610; 
0,311688; 0,457792; 0,493506; 0,521104; 
